case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 2109,closed,assign-seriousness resolve-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_2 Value_2 Value_5,3,[END]
Case 2110,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_8,Value_8,0,Value_8
Case 2110,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_8,Value_8 Value_8,1,Value_2
Case 2110,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_8 Value_8 Value_2,2,Value_2
Case 2110,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_8 Value_8 Value_2 Value_2,3,Value_5
Case 2110,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_8 Value_8 Value_2 Value_2 Value_5,4,[END]
Case 2111,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_9
Case 2111,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value_9,Value_1 Value_9,1,Value_4
Case 2111,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value_4,Value_1 Value_9 Value_4,2,Value_4
Case 2111,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value_4,Value_1 Value_9 Value_4 Value_4,3,Value_5
Case 2111,closed,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_9 Value_4 Value_4 Value_5,4,[END]
Case 2112,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2112,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_1,Value_1 Value_1,1,Value_1
Case 2112,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2112,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_3
Case 2112,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_1 Value_1 Value_1 Value_1 Value_3,4,[END]
Case 2113,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_2
Case 2113,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_4 Value_2,1,Value_2
Case 2113,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value_2,Value_4 Value_2 Value_2,2,Value_2
Case 2113,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value_2,Value_4 Value_2 Value_2 Value_2,3,Value_5
Case 2113,closed,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,[END],Value_5,Value_4 Value_2 Value_2 Value_2 Value_5,4,[END]
Case 2114,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2114,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly,Value_2,Value_2 Value_2,1,Value_2
Case 2114,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 2114,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,closed,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_5
Case 2114,closed,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket closed,4,[END],Value_5,Value_2 Value_2 Value_2 Value_2 Value_5,4,[END]
Case 2115,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_2
Case 2115,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_8 Value_2,1,Value_8
Case 2115,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_8,Value_8 Value_2 Value_8,2,Value_5
Case 2115,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_2 Value_8 Value_5,3,[END]
Case 2116,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2116,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2116,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_1,Value_1 Value_1 Value_1,2,Value_5
Case 2116,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_1 Value_1 Value_5,3,[END]
Case 2117,assign-seriousness,assign-seriousness,0,wait,Value_1,Value_1,0,Value_2
Case 2117,wait,assign-seriousness wait,1,wait,Value_2,Value_1 Value_2,1,Value_2
Case 2117,wait,assign-seriousness wait wait,2,resolve-ticket,Value_2,Value_1 Value_2 Value_2,2,Value_2
Case 2117,resolve-ticket,assign-seriousness wait wait resolve-ticket,3,take-in-charge-ticket,Value_2,Value_1 Value_2 Value_2 Value_2,3,Value_1
Case 2117,take-in-charge-ticket,assign-seriousness wait wait resolve-ticket take-in-charge-ticket,4,resolve-ticket,Value_1,Value_1 Value_2 Value_2 Value_2 Value_1,4,Value_1
Case 2117,resolve-ticket,assign-seriousness wait wait resolve-ticket take-in-charge-ticket resolve-ticket,5,resolve-ticket,Value_1,Value_1 Value_2 Value_2 Value_2 Value_1 Value_1,5,Value_1
Case 2117,resolve-ticket,assign-seriousness wait wait resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket,6,closed,Value_1,Value_1 Value_2 Value_2 Value_2 Value_1 Value_1 Value_1,6,Value_3
Case 2117,closed,assign-seriousness wait wait resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket closed,7,[END],Value_3,Value_1 Value_2 Value_2 Value_2 Value_1 Value_1 Value_1 Value_3,7,[END]
Case 2118,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_21
Case 2118,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_21,Value_2 Value_21,1,Value_21
Case 2118,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_21,Value_2 Value_21 Value_21,2,Value_21
Case 2118,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_21,Value_2 Value_21 Value_21 Value_21,3,[END]
Case 2119,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_16
Case 2119,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_16,Value_2 Value_16,1,Value_12
Case 2119,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_12,Value_2 Value_16 Value_12,2,Value_16
Case 2119,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_16,Value_2 Value_16 Value_12 Value_16,3,Value_16
Case 2119,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_16,Value_2 Value_16 Value_12 Value_16 Value_16,4,Value_5
Case 2119,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_2 Value_16 Value_12 Value_16 Value_16 Value_5,5,[END]
Case 2120,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_13
Case 2120,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value_13,Value_1 Value_13,1,Value_2
Case 2120,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value_2,Value_1 Value_13 Value_2,2,Value_2
Case 2120,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_1 Value_13 Value_2 Value_2,3,Value_5
Case 2120,closed,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_13 Value_2 Value_2 Value_5,4,[END]
Case 2121,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 2121,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_1 Value_2,1,Value_4
Case 2121,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_4,Value_1 Value_2 Value_4,2,Value_3
Case 2121,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_1 Value_2 Value_4 Value_3,3,[END]
Case 2122,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 2122,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_8,Value_8 Value_8,1,Value_8
Case 2122,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_8,Value_8 Value_8 Value_8,2,Value_5
Case 2122,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_8 Value_8 Value_5,3,[END]
Case 2123,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_1,Value_1,0,Value_2
Case 2123,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_2,Value_1 Value_2,1,Value_2
Case 2123,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_1 Value_2 Value_2,2,Value_2
Case 2123,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,resolve-ticket,Value_2,Value_1 Value_2 Value_2 Value_2,3,Value_2
Case 2123,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,closed,Value_2,Value_1 Value_2 Value_2 Value_2 Value_2,4,Value_3
Case 2123,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,5,[END],Value_3,Value_1 Value_2 Value_2 Value_2 Value_2 Value_3,5,[END]
Case 2124,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_2,Value_2,0,Value_2
Case 2124,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_2,Value_2 Value_2,1,Value_5
Case 2124,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_2 Value_2 Value_5,2,[END]
Case 2125,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2125,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_4,Value_4 Value_4,1,Value_4
Case 2125,wait,assign-seriousness take-in-charge-ticket wait,2,require-upgrade,Value_4,Value_4 Value_4 Value_4,2,Value_4
Case 2125,require-upgrade,assign-seriousness take-in-charge-ticket wait require-upgrade,3,[END],Value_4,Value_4 Value_4 Value_4 Value_4,3,[END]
Case 2126,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_14,Value_14,0,Value_14
Case 2126,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_14,Value_14 Value_14,1,Value_14
Case 2126,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_14,Value_14 Value_14 Value_14,2,Value_14
Case 2126,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_14,Value_14 Value_14 Value_14 Value_14,3,Value_3
Case 2126,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_14 Value_14 Value_14 Value_14 Value_3,4,[END]
Case 2127,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_12,Value_12,0,Value_12
Case 2127,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_12,Value_12 Value_12,1,Value_12
Case 2127,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_12,Value_12 Value_12 Value_12,2,Value_5
Case 2127,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_12 Value_12 Value_12 Value_5,3,[END]
Case 2128,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2128,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2128,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2128,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_5
Case 2128,closed,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_1 Value_1 Value_1 Value_5,4,[END]
Case 2129,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2129,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_1,Value_1 Value_1,1,Value_1
Case 2129,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2129,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_5
Case 2129,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_5,Value_1 Value_1 Value_1 Value_1 Value_5,4,[END]
Case 2130,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2130,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_6
Case 2130,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_6,Value_4 Value_4 Value_6,2,Value_5
Case 2130,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_4 Value_4 Value_6 Value_5,3,[END]
Case 2131,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2131,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2131,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 2131,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 2132,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2132,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_1,Value_1 Value_1,1,Value_1
Case 2132,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2132,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_1
Case 2132,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_1,Value_1 Value_1 Value_1 Value_1 Value_1,4,Value_5
Case 2132,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_1 Value_1 Value_1 Value_1 Value_1 Value_5,5,[END]
Case 2133,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 2133,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_1 Value_2,1,Value_2
Case 2133,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_1 Value_2 Value_2,2,Value_5
Case 2133,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_2 Value_2 Value_5,3,[END]
Case 2134,assign-seriousness,assign-seriousness,0,wait,Value_1,Value_1,0,Value_1
Case 2134,wait,assign-seriousness wait,1,take-in-charge-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2134,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2134,resolve-ticket,assign-seriousness wait take-in-charge-ticket resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_3
Case 2134,closed,assign-seriousness wait take-in-charge-ticket resolve-ticket closed,4,[END],Value_3,Value_1 Value_1 Value_1 Value_1 Value_3,4,[END]
Case 2135,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_13
Case 2135,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_13,Value_1 Value_13,1,Value_13
Case 2135,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_13,Value_1 Value_13 Value_13,2,Value_13
Case 2135,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_13,Value_1 Value_13 Value_13 Value_13,3,Value_5
Case 2135,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_5,Value_1 Value_13 Value_13 Value_13 Value_5,4,[END]
Case 2136,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_6,Value_6,0,Value_2
Case 2136,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_2,Value_6 Value_2,1,Value_2
Case 2136,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_6 Value_2 Value_2,2,Value_2
Case 2136,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_6 Value_2 Value_2 Value_2,3,Value_5
Case 2136,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_6 Value_2 Value_2 Value_2 Value_5,4,[END]
Case 2137,insert-ticket,insert-ticket,0,assign-seriousness,Value_8,Value_8,0,Value_8
Case 2137,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value_8,Value_8 Value_8,1,Value_8
Case 2137,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_8,Value_8 Value_8 Value_8,2,Value_8
Case 2137,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_8,Value_8 Value_8 Value_8 Value_8,3,Value_5
Case 2137,closed,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_8 Value_8 Value_8 Value_8 Value_5,4,[END]
Case 2138,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_16
Case 2138,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_16,Value_2 Value_16,1,Value_11
Case 2138,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_11,Value_2 Value_16 Value_11,2,Value_5
Case 2138,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_16 Value_11 Value_5,3,[END]
Case 2139,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_13
Case 2139,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value_13,Value_1 Value_13,1,Value_2
Case 2139,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,take-in-charge-ticket,Value_2,Value_1 Value_13 Value_2,2,Value_2
Case 2139,take-in-charge-ticket,assign-seriousness take-in-charge-ticket require-upgrade take-in-charge-ticket,3,wait,Value_2,Value_1 Value_13 Value_2 Value_2,3,Value_2
Case 2139,wait,assign-seriousness take-in-charge-ticket require-upgrade take-in-charge-ticket wait,4,resolve-ticket,Value_2,Value_1 Value_13 Value_2 Value_2 Value_2,4,Value_13
Case 2139,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade take-in-charge-ticket wait resolve-ticket,5,closed,Value_13,Value_1 Value_13 Value_2 Value_2 Value_2 Value_13,5,Value_5
Case 2139,closed,assign-seriousness take-in-charge-ticket require-upgrade take-in-charge-ticket wait resolve-ticket closed,6,[END],Value_5,Value_1 Value_13 Value_2 Value_2 Value_2 Value_13 Value_5,6,[END]
Case 2140,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2140,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2140,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 2140,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 2141,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_12
Case 2141,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_12,Value_4 Value_12,1,Value_12
Case 2141,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_12,Value_4 Value_12 Value_12,2,Value_3
Case 2141,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_4 Value_12 Value_12 Value_3,3,[END]
Case 2142,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2142,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2142,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_3
Case 2142,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_2 Value_2 Value_2 Value_3,3,[END]
Case 2143,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_2
Case 2143,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value_2,Value_9 Value_2,1,Value_4
Case 2143,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value_4,Value_9 Value_2 Value_4,2,Value_2
Case 2143,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value_2,Value_9 Value_2 Value_4 Value_2,3,Value_3
Case 2143,closed,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,[END],Value_3,Value_9 Value_2 Value_4 Value_2 Value_3,4,[END]
Case 2144,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_2
Case 2144,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_8 Value_2,1,Value_2
Case 2144,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_8 Value_2 Value_2,2,Value_5
Case 2144,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_2 Value_2 Value_5,3,[END]
Case 2145,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_9
Case 2145,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_9,Value_9 Value_9,1,Value_9
Case 2145,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_9,Value_9 Value_9 Value_9,2,Value_9
Case 2145,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value_9,Value_9 Value_9 Value_9 Value_9,3,Value_9
Case 2145,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket,Value_9,Value_9 Value_9 Value_9 Value_9 Value_9,4,Value_9
Case 2145,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value_9,Value_9 Value_9 Value_9 Value_9 Value_9 Value_9,5,Value_9
Case 2145,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value_9,Value_9 Value_9 Value_9 Value_9 Value_9 Value_9 Value_9,6,Value_5
Case 2145,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,[END],Value_5,Value_9 Value_9 Value_9 Value_9 Value_9 Value_9 Value_9 Value_5,7,[END]
Case 2146,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 2146,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_8,Value_8 Value_8,1,Value_9
Case 2146,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_9,Value_8 Value_8 Value_9,2,Value_5
Case 2146,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_8 Value_9 Value_5,3,[END]
Case 2147,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2147,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_2 Value_2,1,Value_2
Case 2147,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 2147,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_2
Case 2147,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_2 Value_2 Value_2 Value_2 Value_2,4,Value_5
Case 2147,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_2 Value_2 Value_2 Value_2 Value_2 Value_5,5,[END]
Case 2148,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2148,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2148,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value_1,Value_1 Value_1 Value_1,2,Value_1
Case 2148,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value_1,Value_1 Value_1 Value_1 Value_1,3,Value_5
Case 2148,closed,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,[END],Value_5,Value_1 Value_1 Value_1 Value_1 Value_5,4,[END]
Case 2149,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2149,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2149,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 2149,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_2
Case 2149,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_2 Value_2 Value_2 Value_2 Value_2,4,Value_5
