case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 1449,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,wait
Case 1449,wait,assign-seriousness wait take-in-charge-ticket wait,3,resolve-ticket
Case 1449,resolve-ticket,assign-seriousness wait take-in-charge-ticket wait resolve-ticket,4,closed
Case 1450,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1450,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1450,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1450,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1451,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1451,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 1451,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 1451,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,resolve-ticket
Case 1451,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket resolve-ticket,4,closed
Case 1452,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1452,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1452,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1453,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1453,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1453,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 1453,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 1454,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1454,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1454,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1455,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1455,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1455,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1456,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1456,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 1456,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,take-in-charge-ticket
Case 1456,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket
Case 1456,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,closed
Case 1457,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1457,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1457,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1457,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1458,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1458,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 1459,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1459,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1459,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1460,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1460,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1460,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1460,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 1460,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket
Case 1460,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed
Case 1461,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1461,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1461,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1462,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1462,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1462,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1462,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1463,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1463,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1463,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1463,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1464,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1464,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1464,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1464,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1465,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1465,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1465,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1465,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1466,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1466,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1466,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1467,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1467,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1467,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1468,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1468,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1468,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1468,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1469,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1469,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1469,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1470,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1470,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1470,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1471,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1471,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 1471,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 1471,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 1472,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1472,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1472,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1472,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 1472,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1472,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 1472,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 1473,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1473,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1473,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1474,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1474,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1474,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1475,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1475,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1475,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1475,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1475,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1476,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1476,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1476,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1476,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1476,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1477,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1477,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1477,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1478,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1478,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1478,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 1478,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 1478,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,wait
Case 1478,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,5,resolve-ticket
Case 1478,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,6,closed
Case 1479,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1479,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1479,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1480,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1480,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1480,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1481,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1481,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1481,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1482,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1482,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1482,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1483,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1483,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1483,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1484,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1484,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1484,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1484,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1485,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1485,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1485,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1486,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1486,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1486,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1487,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1487,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1487,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1488,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1488,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1488,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1489,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1489,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1489,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1490,take-in-charge-ticket,take-in-charge-ticket,0,resolve-ticket
Case 1490,resolve-ticket,take-in-charge-ticket resolve-ticket,1,closed
Case 1491,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1491,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1491,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1491,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 1491,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 1492,insert-ticket,insert-ticket,0,assign-seriousness
Case 1492,assign-seriousness,insert-ticket assign-seriousness,1,assign-seriousness
Case 1492,assign-seriousness,insert-ticket assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 1492,take-in-charge-ticket,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,wait
Case 1492,wait,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1492,take-in-charge-ticket,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 1492,resolve-ticket,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 1493,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1493,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1493,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1494,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1494,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1494,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1494,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1495,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1495,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 1495,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,require-upgrade
Case 1495,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade,3,resolve-ticket
Case 1495,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade resolve-ticket,4,closed
Case 1496,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1496,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1496,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1496,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,take-in-charge-ticket
Case 1496,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,4,resolve-ticket
Case 1496,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,5,closed
Case 1497,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1497,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1497,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1498,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1498,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1498,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1499,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1499,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 1499,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,wait
Case 1499,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait,6,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,7,resolve-ticket
Case 1499,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,9,wait
Case 1499,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,10,take-in-charge-ticket
Case 1499,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,11,resolve-ticket
Case 1499,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,12,closed
Case 1500,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1500,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1500,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1501,take-in-charge-ticket,take-in-charge-ticket,0,resolve-ticket
Case 1501,resolve-ticket,take-in-charge-ticket resolve-ticket,1,resolve-ticket
Case 1501,resolve-ticket,take-in-charge-ticket resolve-ticket resolve-ticket,2,closed
Case 1502,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1502,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1502,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 1502,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 1502,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,take-in-charge-ticket
Case 1502,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 1502,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,take-in-charge-ticket
Case 1502,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,7,resolve-ticket
Case 1502,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,8,closed
Case 1503,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1503,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1503,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1504,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1504,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1504,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1505,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1505,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1505,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1506,assign-seriousness,assign-seriousness,0,wait
Case 1506,wait,assign-seriousness wait,1,wait
Case 1506,wait,assign-seriousness wait wait,2,take-in-charge-ticket
Case 1506,take-in-charge-ticket,assign-seriousness wait wait take-in-charge-ticket,3,resolve-ticket
Case 1506,resolve-ticket,assign-seriousness wait wait take-in-charge-ticket resolve-ticket,4,resolve-ticket
Case 1506,resolve-ticket,assign-seriousness wait wait take-in-charge-ticket resolve-ticket resolve-ticket,5,closed
Case 1507,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1507,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1507,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1507,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1508,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1508,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1508,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1509,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1509,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1509,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1509,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1510,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1510,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1510,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1510,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1511,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1511,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1511,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1512,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1512,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1512,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1513,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1513,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1513,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1513,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1514,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1514,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1514,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1515,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1515,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1515,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1516,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1516,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness
Case 1516,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 1516,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait
Case 1516,wait,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,resolve-ticket
Case 1516,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,5,closed
Case 1517,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1517,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1517,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1518,assign-seriousness,assign-seriousness,0,wait
Case 1518,wait,assign-seriousness wait,1,take-in-charge-ticket
Case 1518,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,wait
Case 1518,wait,assign-seriousness wait take-in-charge-ticket wait,3,take-in-charge-ticket
Case 1518,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 1518,resolve-ticket,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 1519,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1519,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 1519,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 1520,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1520,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1520,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1521,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1521,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1521,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1522,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1522,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1522,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 1522,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 1523,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1523,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1523,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 1524,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1524,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 1524,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 1524,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 1525,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 1525,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 1526,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 1526,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 1526,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 1526,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 1527,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1527,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 1527,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 1527,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 1528,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 1528,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness
Case 1528,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
