case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature,day_of_week,day_of_week##Prefix,day_of_week##Prefix Length,day_of_week##Next-Feature,day_of_week##Last-Feature,hour_of_day,hour_of_day##Prefix,hour_of_day##Prefix Length,hour_of_day##Next-Feature,hour_of_day##Last-Feature
Case 3839,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,83176,4924229,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,8,8
Case 3839,83176,0 0 0 0 0 0 0 0 0 0 0 0 1 83176,2,2965500,4924229,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,1,3,8,0 0 0 0 0 0 0 0 0 0 0 0 9 8,2,16,8
Case 3839,2965500,0 0 0 0 0 0 0 0 0 0 0 1 83176 2965500,3,4924229,4924229,1,0 0 0 0 0 0 0 0 0 0 0 2 3 1,3,3,3,16,0 0 0 0 0 0 0 0 0 0 0 9 8 16,3,8,8
Case 384,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1236432,5107721,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,15,11
Case 384,1236432,0 0 0 0 0 0 0 0 0 0 0 0 1 1236432,2,1299500,5107721,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,3,15,0 0 0 0 0 0 0 0 0 0 0 0 8 15,2,9,11
Case 384,1299500,0 0 0 0 0 0 0 0 0 0 0 1 1236432 1299500,3,3811706,5107721,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,2,3,9,0 0 0 0 0 0 0 0 0 0 0 8 15 9,3,11,11
Case 384,3811706,0 0 0 0 0 0 0 0 0 0 1 1236432 1299500 3811706,4,5107721,5107721,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,4,3,3,11,0 0 0 0 0 0 0 0 0 0 8 15 9 11,4,11,11
Case 3840,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,18324,4579337,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,4,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,13,8
Case 3840,18324,0 0 0 0 0 0 0 0 0 0 0 0 1 18324,2,18423,4579337,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,4,13,0 0 0 0 0 0 0 0 0 0 0 0 7 13,2,13,8
Case 3840,18423,0 0 0 0 0 0 0 0 0 0 0 1 18324 18423,3,4579337,4579337,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,4,4,13,0 0 0 0 0 0 0 0 0 0 0 7 13 13,3,8,8
Case 3841,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,612747,3215332,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,2,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,10,13
Case 3841,612747,0 0 0 0 0 0 0 0 0 0 0 0 1 612747,2,612755,3215332,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,2,10,0 0 0 0 0 0 0 0 0 0 0 0 8 10,2,10,13
Case 3841,612755,0 0 0 0 0 0 0 0 0 0 0 1 612747 612755,3,701594,3215332,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,1,2,10,0 0 0 0 0 0 0 0 0 0 0 8 10 10,3,11,13
Case 3841,701594,0 0 0 0 0 0 0 0 0 0 1 612747 612755 701594,4,1919312,3215332,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,4,1,2,11,0 0 0 0 0 0 0 0 0 0 8 10 10 11,4,13,13
Case 3841,1919312,0 0 0 0 0 0 0 0 0 1 612747 612755 701594 1919312,5,1919320,3215332,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,5,1,2,13,0 0 0 0 0 0 0 0 0 8 10 10 11 13,5,13,13
Case 3841,1919320,0 0 0 0 0 0 0 0 1 612747 612755 701594 1919312 1919320,6,3215332,3215332,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,6,2,2,13,0 0 0 0 0 0 0 0 8 10 10 11 13 13,6,13,13
Case 3842,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,323,4144027,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,3,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,16,15
Case 3842,323,0 0 0 0 0 0 0 0 0 0 0 0 1 323,2,328758,4144027,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,1,3,16,0 0 0 0 0 0 0 0 0 0 0 0 16 16,2,11,15
Case 3842,328758,0 0 0 0 0 0 0 0 0 0 0 1 323 328758,3,4144027,4144027,1,0 0 0 0 0 0 0 0 0 0 0 4 4 1,3,3,3,11,0 0 0 0 0 0 0 0 0 0 0 16 16 11,3,15,15
Case 3843,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,21,3024380,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,10
Case 3843,21,0 0 0 0 0 0 0 0 0 0 0 0 1 21,2,32,3024380,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,3,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,9,10
Case 3843,32,0 0 0 0 0 0 0 0 0 0 0 1 21 32,3,3024380,3024380,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,3,3,9,0 0 0 0 0 0 0 0 0 0 0 9 9 9,3,10,10
Case 3844,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,13500,3110783,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,4,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,12,9
Case 3844,13500,0 0 0 0 0 0 0 0 0 0 0 0 1 13500,2,13956,3110783,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,4,12,0 0 0 0 0 0 0 0 0 0 0 0 9 12,2,12,9
Case 3844,13956,0 0 0 0 0 0 0 0 0 0 0 1 13500 13956,3,3110783,3110783,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,4,4,12,0 0 0 0 0 0 0 0 0 0 0 9 12 12,3,9,9
Case 3845,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,11,2847730,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,2,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,14
Case 3845,11,0 0 0 0 0 0 0 0 0 0 0 0 1 11,2,505698,2847730,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,3,2,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,12,14
Case 3845,505698,0 0 0 0 0 0 0 0 0 0 0 1 11 505698,3,505699,2847730,3,0 0 0 0 0 0 0 0 0 0 0 4 4 3,3,3,2,12,0 0 0 0 0 0 0 0 0 0 0 15 15 12,3,12,14
Case 3845,505699,0 0 0 0 0 0 0 0 0 0 1 11 505698 505699,4,2847730,2847730,3,0 0 0 0 0 0 0 0 0 0 4 4 3 3,4,2,2,12,0 0 0 0 0 0 0 0 0 0 15 15 12 12,4,14,14
Case 3846,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,78857,3176089,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,2,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,14,11
Case 3846,78857,0 0 0 0 0 0 0 0 0 0 0 0 1 78857,2,84898,3176089,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2,1,2,14,0 0 0 0 0 0 0 0 0 0 0 0 16 14,2,16,11
Case 3846,84898,0 0 0 0 0 0 0 0 0 0 0 1 78857 84898,3,1880073,3176089,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,3,1,2,16,0 0 0 0 0 0 0 0 0 0 0 16 14 16,3,11,11
Case 3846,1880073,0 0 0 0 0 0 0 0 0 0 1 78857 84898 1880073,4,3176089,3176089,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,4,2,2,11,0 0 0 0 0 0 0 0 0 0 16 14 16 11,4,11,11
Case 3847,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,71541,3346433,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,4,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,9,7
Case 3847,71541,0 0 0 0 0 0 0 0 0 0 0 0 1 71541,2,89408,3346433,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2,1,4,9,0 0 0 0 0 0 0 0 0 0 0 0 13 9,2,14,7
Case 3847,89408,0 0 0 0 0 0 0 0 0 0 0 1 71541 89408,3,152049,3346433,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,3,2,4,14,0 0 0 0 0 0 0 0 0 0 0 13 9 14,3,8,7
Case 3847,152049,0 0 0 0 0 0 0 0 0 0 1 71541 89408 152049,4,3346433,3346433,2,0 0 0 0 0 0 0 0 0 0 0 1 1 2,4,4,4,8,0 0 0 0 0 0 0 0 0 0 13 9 14 8,4,7,7
Case 3848,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,24,3781719,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,14,8
Case 3848,24,0 0 0 0 0 0 0 0 0 0 0 0 1 24,2,1890,3781719,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,4,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,14,8
Case 3848,1890,0 0 0 0 0 0 0 0 0 0 0 1 24 1890,3,1189696,3781719,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,4,14,0 0 0 0 0 0 0 0 0 0 0 14 14 14,3,8,8
Case 3848,1189696,0 0 0 0 0 0 0 0 0 0 1 24 1890 1189696,4,1189704,3781719,2,0 0 0 0 0 0 0 0 0 0 2 2 2 2,4,2,4,8,0 0 0 0 0 0 0 0 0 0 14 14 14 8,4,8,8
Case 3848,1189704,0 0 0 0 0 0 0 0 0 1 24 1890 1189696 1189704,5,3781719,3781719,2,0 0 0 0 0 0 0 0 0 2 2 2 2 2,5,4,4,8,0 0 0 0 0 0 0 0 0 14 14 14 8 8,5,8,8
Case 3849,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3256266,4549244,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,4,5,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,8,7
Case 3849,3256266,0 0 0 0 0 0 0 0 0 0 0 0 1 3256266,2,3256271,4549244,4,0 0 0 0 0 0 0 0 0 0 0 0 1 4,2,4,5,8,0 0 0 0 0 0 0 0 0 0 0 0 16 8,2,8,7
Case 3849,3256271,0 0 0 0 0 0 0 0 0 0 0 1 3256266 3256271,3,3256837,4549244,4,0 0 0 0 0 0 0 0 0 0 0 1 4 4,3,4,5,8,0 0 0 0 0 0 0 0 0 0 0 16 8 8,3,8,7
Case 3849,3256837,0 0 0 0 0 0 0 0 0 0 1 3256266 3256271 3256837,4,4549244,4549244,4,0 0 0 0 0 0 0 0 0 0 1 4 4 4,4,5,5,8,0 0 0 0 0 0 0 0 0 0 16 8 8 8,4,7,7
Case 385,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,83597,3801954,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2,3,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,15,16
Case 385,83597,0 0 0 0 0 0 0 0 0 0 0 0 1 83597,2,83647,3801954,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,2,2,3,15,0 0 0 0 0 0 0 0 0 0 0 0 16 15,2,15,16
Case 385,83647,0 0 0 0 0 0 0 0 0 0 0 1 83597 83647,3,3801954,3801954,2,0 0 0 0 0 0 0 0 0 0 0 1 2 2,3,3,3,15,0 0 0 0 0 0 0 0 0 0 0 16 15 15,3,16,16
Case 3850,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,77570,2937857,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,1,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,12,15
Case 3850,77570,0 0 0 0 0 0 0 0 0 0 0 0 1 77570,2,148168,2937857,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,4,1,12,0 0 0 0 0 0 0 0 0 0 0 0 15 12,2,8,15
Case 3850,148168,0 0 0 0 0 0 0 0 0 0 0 1 77570 148168,3,2937857,2937857,4,0 0 0 0 0 0 0 0 0 0 0 2 3 4,3,1,1,8,0 0 0 0 0 0 0 0 0 0 0 15 12 8,3,15,15
Case 3851,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,108446,3715758,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2,2,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,13,8
Case 3851,108446,0 0 0 0 0 0 0 0 0 0 0 0 1 108446,2,265056,3715758,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,2,4,2,13,0 0 0 0 0 0 0 0 0 0 0 0 7 13,2,9,8
Case 3851,265056,0 0 0 0 0 0 0 0 0 0 0 1 108446 265056,3,3715758,3715758,4,0 0 0 0 0 0 0 0 0 0 0 1 2 4,3,2,2,9,0 0 0 0 0 0 0 0 0 0 0 7 13 9,3,8,8
Case 3852,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2092099,4684210,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,2,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,14,14
Case 3852,2092099,0 0 0 0 0 0 0 0 0 0 0 0 1 2092099,2,2092180,4684210,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,0,2,14,0 0 0 0 0 0 0 0 0 0 0 0 9 14,2,14,14
Case 3852,2092180,0 0 0 0 0 0 0 0 0 0 0 1 2092099 2092180,3,4684210,4684210,0,0 0 0 0 0 0 0 0 0 0 0 4 0 0,3,2,2,14,0 0 0 0 0 0 0 0 0 0 0 9 14 14,3,14,14
Case 3853,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,77789,5097912,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,3,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,8,10
Case 3853,77789,0 0 0 0 0 0 0 0 0 0 0 0 1 77789,2,78047,5097912,3,0 0 0 0 0 0 0 0 0 0 0 0 2 3,2,3,5,8,0 0 0 0 0 0 0 0 0 0 0 0 10 8,2,8,10
Case 3853,78047,0 0 0 0 0 0 0 0 0 0 0 1 77789 78047,3,5097912,5097912,3,0 0 0 0 0 0 0 0 0 0 0 2 3 3,3,5,5,8,0 0 0 0 0 0 0 0 0 0 0 10 8 8,3,10,10
Case 3854,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,10536,3024347,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,4,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,10,7
Case 3854,10536,0 0 0 0 0 0 0 0 0 0 0 0 1 10536,2,3024347,3024347,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,4,4,10,0 0 0 0 0 0 0 0 0 0 0 0 7 10,2,7,7
Case 3855,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,112145,3193820,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,2,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,15,7
Case 3855,112145,0 0 0 0 0 0 0 0 0 0 0 0 1 112145,2,283895,3193820,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2,3,2,15,0 0 0 0 0 0 0 0 0 0 0 0 8 15,2,15,7
Case 3855,283895,0 0 0 0 0 0 0 0 0 0 0 1 112145 283895,3,3193820,3193820,3,0 0 0 0 0 0 0 0 0 0 0 0 1 3,3,2,2,15,0 0 0 0 0 0 0 0 0 0 0 8 15 15,3,7,7
Case 3856,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,11984,4766667,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,12,13
Case 3856,11984,0 0 0 0 0 0 0 0 0 0 0 0 1 11984,2,878598,4766667,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,3,12,0 0 0 0 0 0 0 0 0 0 0 0 9 12,2,13,13
Case 3856,878598,0 0 0 0 0 0 0 0 0 0 0 1 11984 878598,3,878635,4766667,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,0,3,13,0 0 0 0 0 0 0 0 0 0 0 9 12 13,3,13,13
Case 3856,878635,0 0 0 0 0 0 0 0 0 0 1 11984 878598 878635,4,4766667,4766667,0,0 0 0 0 0 0 0 0 0 0 4 4 0 0,4,3,3,13,0 0 0 0 0 0 0 0 0 0 9 12 13 13,4,13,13
Case 3857,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,103894,4498434,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2,4,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,13,10
Case 3857,103894,0 0 0 0 0 0 0 0 0 0 0 0 1 103894,2,104055,4498434,2,0 0 0 0 0 0 0 0 0 0 0 0 1 2,2,2,4,13,0 0 0 0 0 0 0 0 0 0 0 0 8 13,2,13,10
Case 3857,104055,0 0 0 0 0 0 0 0 0 0 0 1 103894 104055,3,3202418,4498434,2,0 0 0 0 0 0 0 0 0 0 0 1 2 2,3,3,4,13,0 0 0 0 0 0 0 0 0 0 0 8 13 13,3,10,10
Case 3857,3202418,0 0 0 0 0 0 0 0 0 0 1 103894 104055 3202418,4,4498434,4498434,3,0 0 0 0 0 0 0 0 0 0 1 2 2 3,4,4,4,10,0 0 0 0 0 0 0 0 0 0 8 13 13 10,4,10,10
Case 3858,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,14,3799558,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,5,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,16,16
Case 3858,14,0 0 0 0 0 0 0 0 0 0 0 0 1 14,2,27,3799558,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,5,16,0 0 0 0 0 0 0 0 0 0 0 0 16 16,2,16,16
Case 3858,27,0 0 0 0 0 0 0 0 0 0 0 1 14 27,3,3799558,3799558,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,5,5,16,0 0 0 0 0 0 0 0 0 0 0 16 16 16,3,16,16
Case 3859,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,16379,3801849,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,14,9
Case 3859,16379,0 0 0 0 0 0 0 0 0 0 0 0 1 16379,2,94843,3801849,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,2,3,14,0 0 0 0 0 0 0 0 0 0 0 0 9 14,2,12,9
Case 3859,94843,0 0 0 0 0 0 0 0 0 0 0 1 16379 94843,3,3801849,3801849,2,0 0 0 0 0 0 0 0 0 0 0 1 1 2,3,3,3,12,0 0 0 0 0 0 0 0 0 0 0 9 14 12,3,9,9
Case 386,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,22,3196838,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,3,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 386,22,0 0 0 0 0 0 0 0 0 0 0 0 1 22,2,275419,3196838,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,4,3,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,13,8
Case 386,275419,0 0 0 0 0 0 0 0 0 0 0 1 22 275419,3,604799,3196838,4,0 0 0 0 0 0 0 0 0 0 0 1 1 4,3,1,3,13,0 0 0 0 0 0 0 0 0 0 0 8 8 13,3,8,8
Case 386,604799,0 0 0 0 0 0 0 0 0 0 1 22 275419 604799,4,604809,3196838,1,0 0 0 0 0 0 0 0 0 0 1 1 4 1,4,1,3,8,0 0 0 0 0 0 0 0 0 0 8 8 13 8,4,8,8
Case 386,604809,0 0 0 0 0 0 0 0 0 1 22 275419 604799 604809,5,3196838,3196838,1,0 0 0 0 0 0 0 0 0 1 1 4 1 1,5,3,3,8,0 0 0 0 0 0 0 0 0 8 8 13 8 8,5,8,8
Case 3860,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,492,3823994,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,2,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,14
Case 3860,492,0 0 0 0 0 0 0 0 0 0 0 0 1 492,2,3823994,3823994,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,2,2,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,14,14
Case 3861,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2365,2851860,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,10,10
Case 3861,2365,0 0 0 0 0 0 0 0 0 0 0 0 1 2365,2,628570,2851860,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,1,10,0 0 0 0 0 0 0 0 0 0 0 0 9 10,2,16,10
Case 3861,628570,0 0 0 0 0 0 0 0 0 0 0 1 2365 628570,3,629119,2851860,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,3,1,16,0 0 0 0 0 0 0 0 0 0 0 9 10 16,3,16,10
Case 3861,629119,0 0 0 0 0 0 0 0 0 0 1 2365 628570 629119,4,2851860,2851860,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,1,1,16,0 0 0 0 0 0 0 0 0 0 9 10 16 16,4,10,10
Case 3862,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,10,2678748,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,9
Case 3862,10,0 0 0 0 0 0 0 0 0 0 0 0 1 10,2,86087,2678748,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,3,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,8,9
Case 3862,86087,0 0 0 0 0 0 0 0 0 0 0 1 10 86087,3,2678748,2678748,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,3,3,8,0 0 0 0 0 0 0 0 0 0 0 9 9 8,3,9,9
Case 3863,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,21,2678744,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,10
Case 3863,21,0 0 0 0 0 0 0 0 0 0 0 0 1 21,2,27,2678744,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,3,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,10,10
Case 3863,27,0 0 0 0 0 0 0 0 0 0 0 1 21 27,3,2678744,2678744,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,3,3,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,10,10
Case 3864,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2662958,4924175,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,10,15
Case 3864,2662958,0 0 0 0 0 0 0 0 0 0 0 0 1 2662958,2,3628159,4924175,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,4,5,10,0 0 0 0 0 0 0 0 0 0 0 0 15 10,2,15,15
Case 3864,3628159,0 0 0 0 0 0 0 0 0 0 0 1 2662958 3628159,3,4924175,4924175,4,0 0 0 0 0 0 0 0 0 0 0 4 0 4,3,5,5,15,0 0 0 0 0 0 0 0 0 0 0 15 10 15,3,15,15
Case 3865,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,321899,4641723,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,4,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,9,9
Case 3865,321899,0 0 0 0 0 0 0 0 0 0 0 0 1 321899,2,663747,4641723,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,2,1,5,9,0 0 0 0 0 0 0 0 0 0 0 0 15 9,2,8,9
Case 3865,663747,0 0 0 0 0 0 0 0 0 0 0 1 321899 663747,3,3345701,4641723,1,0 0 0 0 0 0 0 0 0 0 0 0 4 1,3,4,5,8,0 0 0 0 0 0 0 0 0 0 0 15 9 8,3,9,9
Case 3865,3345701,0 0 0 0 0 0 0 0 0 0 1 321899 663747 3345701,4,4641723,4641723,4,0 0 0 0 0 0 0 0 0 0 0 4 1 4,4,5,5,9,0 0 0 0 0 0 0 0 0 0 15 9 8 9,4,9,9
Case 3866,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,81936,5097797,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,6,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,8,9
Case 3866,81936,0 0 0 0 0 0 0 0 0 0 0 0 1 81936,2,81961,5097797,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,4,6,8,0 0 0 0 0 0 0 0 0 0 0 0 9 8,2,8,9
Case 3866,81961,0 0 0 0 0 0 0 0 0 0 0 1 81936 81961,3,5097797,5097797,4,0 0 0 0 0 0 0 0 0 0 0 3 4 4,3,6,6,8,0 0 0 0 0 0 0 0 0 0 0 9 8 8,3,9,9
Case 3867,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,13,3302098,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,14
Case 3867,13,0 0 0 0 0 0 0 0 0 0 0 0 1 13,2,19331,3302098,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,0,3,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,14,14
Case 3867,19331,0 0 0 0 0 0 0 0 0 0 0 1 13 19331,3,88189,3302098,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,1,3,14,0 0 0 0 0 0 0 0 0 0 0 9 9 14,3,9,14
Case 3867,88189,0 0 0 0 0 0 0 0 0 0 1 13 19331 88189,4,3302098,3302098,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,4,3,3,9,0 0 0 0 0 0 0 0 0 0 9 9 14 9,4,14,14
Case 3868,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,777493,3802017,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,4,4,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,9
Case 3868,777493,0 0 0 0 0 0 0 0 0 0 0 0 1 777493,2,802735,3802017,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,4,4,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,16,9
Case 3868,802735,0 0 0 0 0 0 0 0 0 0 0 1 777493 802735,3,3802017,3802017,4,0 0 0 0 0 0 0 0 0 0 0 2 4 4,3,4,4,16,0 0 0 0 0 0 0 0 0 0 0 9 9 16,3,9,9
Case 3869,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,154167,3352339,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3,5,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,9,10
