case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 675,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9,4,Value 5
Case 676,take-in-charge-ticket,take-in-charge-ticket,0,wait,Value 1,Value 1,0,Value 1
Case 676,wait,take-in-charge-ticket wait,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 9
Case 676,resolve-ticket,take-in-charge-ticket wait resolve-ticket,2,closed,Value 9,Value 1 Value 1 Value 9,2,Value 3
Case 677,assign-seriousness,assign-seriousness,0,wait,Value 1,Value 1,0,Value 1
Case 677,wait,assign-seriousness wait,1,take-in-charge-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 677,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 677,resolve-ticket,assign-seriousness wait take-in-charge-ticket resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 678,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 678,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 8,Value 8 Value 8,1,Value 13
Case 678,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 13,Value 8 Value 8 Value 13,2,Value 13
Case 678,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 13,Value 8 Value 8 Value 13 Value 13,3,Value 13
Case 678,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 13,Value 8 Value 8 Value 13 Value 13 Value 13,4,Value 5
Case 679,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 1
Case 679,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 13 Value 1,1,Value 1
Case 679,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 13 Value 1 Value 1,2,Value 3
Case 680,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 680,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 680,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 681,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 4
Case 681,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 4 Value 4,1,Value 4
Case 681,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 4 Value 4 Value 4,2,Value 5
Case 682,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 682,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 682,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 13 Value 13 Value 13,2,Value 5
Case 683,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 683,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 683,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 684,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 4
Case 684,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 4 Value 4,1,Value 4
Case 684,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 4 Value 4 Value 4,2,Value 5
Case 685,take-in-charge-ticket,take-in-charge-ticket,0,wait,Value 2,Value 2,0,Value 2
Case 685,wait,take-in-charge-ticket wait,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 685,resolve-ticket,take-in-charge-ticket wait resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 3
Case 686,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 686,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 13
Case 686,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 1 Value 13,2,Value 5
Case 687,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 687,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 13
Case 687,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 2 Value 2 Value 13,2,Value 5
Case 688,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 8
Case 688,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 13
Case 688,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13,Value 8 Value 8 Value 13,2,Value 13
Case 688,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 8 Value 8 Value 13 Value 13,3,Value 5
Case 689,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 7,Value 7,0,Value 2
Case 689,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 7 Value 2,1,Value 2
Case 689,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 7 Value 2 Value 2,2,Value 5
Case 690,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 12,Value 12,0,Value 2
Case 690,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 12 Value 2,1,Value 6
Case 690,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 6,Value 12 Value 2 Value 6,2,Value 6
Case 690,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 6,Value 12 Value 2 Value 6 Value 6,3,Value 5
Case 691,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 2
Case 691,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 13 Value 2,1,Value 2
Case 691,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 13 Value 2 Value 2,2,Value 3
Case 692,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 692,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 692,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 693,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 693,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 693,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 13 Value 13 Value 13,2,Value 5
Case 694,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 694,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 694,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 695,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 695,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 1,Value 1 Value 1,1,Value 1
Case 695,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 695,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 1
Case 695,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 1,Value 1 Value 1 Value 1 Value 1 Value 1,4,Value 5
Case 696,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 2
Case 696,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 14 Value 2,1,Value 4
Case 696,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 14 Value 2 Value 4,2,Value 3
Case 697,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 697,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 697,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 698,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 698,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 698,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 698,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 699,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 6
Case 699,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 6,Value 8 Value 6,1,Value 6
Case 699,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value 6,Value 8 Value 6 Value 6,2,Value 6
Case 699,wait,assign-seriousness take-in-charge-ticket wait wait,3,take-in-charge-ticket,Value 6,Value 8 Value 6 Value 6 Value 6,3,Value 6
Case 699,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,resolve-ticket,Value 6,Value 8 Value 6 Value 6 Value 6 Value 6,4,Value 6
Case 699,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,closed,Value 6,Value 8 Value 6 Value 6 Value 6 Value 6 Value 6,5,Value 5
Case 700,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 13
Case 700,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 700,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 701,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 2
Case 701,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 13 Value 2,1,Value 1
Case 701,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 13 Value 2 Value 1,2,Value 3
Case 702,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 702,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 6
Case 702,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 2 Value 2 Value 6,2,Value 5
Case 703,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 15,Value 15,0,Value 12
Case 703,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 12,Value 15 Value 12,1,Value 12
Case 703,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 12,Value 15 Value 12 Value 12,2,Value 12
Case 703,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 12,Value 15 Value 12 Value 12 Value 12,3,Value 12
Case 703,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 12,Value 15 Value 12 Value 12 Value 12 Value 12,4,Value 5
Case 704,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 13
Case 704,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 9 Value 13,1,Value 13
Case 704,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 9 Value 13 Value 13,2,Value 5
Case 705,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 1
Case 705,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value 1,Value 1 Value 1,1,Value 5
Case 706,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 6
Case 706,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 2 Value 6,1,Value 17
Case 706,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17,Value 2 Value 6 Value 17,2,Value 5
Case 707,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 707,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 707,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 708,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 3
Case 708,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 3,Value 9 Value 3,1,Value 2
Case 708,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 9 Value 3 Value 2,2,Value 2
Case 708,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2,Value 9 Value 3 Value 2 Value 2,3,Value 3
Case 709,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 15,Value 15,0,Value 2
Case 709,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 15 Value 2,1,Value 15
Case 709,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 15,Value 15 Value 2 Value 15,2,Value 15
Case 709,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,resolve-ticket,Value 15,Value 15 Value 2 Value 15 Value 15,3,Value 21
Case 709,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,closed,Value 21,Value 15 Value 2 Value 15 Value 15 Value 21,4,Value 5
Case 710,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 710,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 710,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 711,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 711,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 17
Case 711,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17,Value 8 Value 8 Value 17,2,Value 5
Case 712,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 712,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 13,Value 13 Value 13,1,Value 13
Case 712,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13,Value 13 Value 13 Value 13,2,Value 13
Case 712,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 13,Value 13 Value 13 Value 13 Value 13,3,Value 5
Case 713,insert-ticket,insert-ticket,0,assign-seriousness,Value 14,Value 14,0,Value 14
Case 713,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 14,Value 14 Value 14,1,Value 14
Case 713,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 14,Value 14 Value 14 Value 14,2,Value 2
Case 713,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 14 Value 14 Value 14 Value 2,3,Value 5
Case 714,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 714,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 714,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 715,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 16,Value 16,0,Value 16
Case 715,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 16,Value 16 Value 16,1,Value 16
Case 715,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 16,Value 16 Value 16 Value 16,2,Value 6
Case 715,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 6,Value 16 Value 16 Value 16 Value 6,3,Value 6
Case 715,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 6,Value 16 Value 16 Value 16 Value 6 Value 6,4,Value 5
Case 716,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 716,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 716,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 716,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 717,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 717,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 717,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 718,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 6
Case 718,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 4 Value 6,1,Value 17
Case 718,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17,Value 4 Value 6 Value 17,2,Value 5
Case 719,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 6,Value 6,0,Value 6
Case 719,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 6 Value 6,1,Value 6
Case 719,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 6 Value 6 Value 6,2,Value 5
Case 720,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 720,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 720,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 721,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 4
Case 721,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 1 Value 4,1,Value 4
Case 721,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 1 Value 4 Value 4,2,Value 5
Case 722,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 722,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 722,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 723,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 723,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 723,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 724,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 4
Case 724,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 1 Value 4,1,Value 4
Case 724,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 1 Value 4 Value 4,2,Value 5
Case 725,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 8
Case 725,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness,Value 8,Value 8 Value 8,1,Value 15
Case 725,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket,Value 15,Value 8 Value 8 Value 15,2,Value 15
Case 725,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,resolve-ticket,Value 15,Value 8 Value 8 Value 15 Value 15,3,Value 15
Case 725,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,closed,Value 15,Value 8 Value 8 Value 15 Value 15 Value 15,4,Value 5
Case 726,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 4
Case 726,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 1 Value 4,1,Value 4
Case 726,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 1 Value 4 Value 4,2,Value 5
Case 727,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 19,Value 19,0,Value 19
Case 727,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 19,Value 19 Value 19,1,Value 19
Case 727,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 19,Value 19 Value 19 Value 19,2,Value 19
Case 727,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 19,Value 19 Value 19 Value 19 Value 19,3,Value 19
Case 727,wait,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 19,Value 19 Value 19 Value 19 Value 19 Value 19,4,Value 19
Case 727,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 19,Value 19 Value 19 Value 19 Value 19 Value 19 Value 19,5,Value 19
Case 727,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 19,Value 19 Value 19 Value 19 Value 19 Value 19 Value 19 Value 19,6,Value 5
Case 728,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 728,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 728,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 3
Case 729,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 10
Case 729,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 2 Value 10,1,Value 9
Case 729,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 2 Value 10 Value 9,2,Value 5
Case 730,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 730,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 8,Value 8 Value 8,1,Value 9
Case 730,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9,Value 8 Value 8 Value 9,2,Value 9
Case 730,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 9,Value 8 Value 8 Value 9 Value 9,3,Value 9
Case 730,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 9,Value 8 Value 8 Value 9 Value 9 Value 9,4,Value 5
Case 731,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 4
Case 731,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 4,Value 4 Value 4,1,Value 4
Case 731,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 4,Value 4 Value 4 Value 4,2,Value 9
Case 731,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 9,Value 4 Value 4 Value 4 Value 9,3,Value 5
Case 732,assign-seriousness,assign-seriousness,0,create-sw-anomaly,Value 1,Value 1,0,Value 1
Case 732,create-sw-anomaly,assign-seriousness create-sw-anomaly,1,take-in-charge-ticket,Value 1,Value 1 Value 1,1,Value 2
Case 732,take-in-charge-ticket,assign-seriousness create-sw-anomaly take-in-charge-ticket,2,create-sw-anomaly,Value 2,Value 1 Value 1 Value 2,2,Value 1
Case 732,create-sw-anomaly,assign-seriousness create-sw-anomaly take-in-charge-ticket create-sw-anomaly,3,require-upgrade,Value 1,Value 1 Value 1 Value 2 Value 1,3,Value 2
Case 732,require-upgrade,assign-seriousness create-sw-anomaly take-in-charge-ticket create-sw-anomaly require-upgrade,4,verified,Value 2,Value 1 Value 1 Value 2 Value 1 Value 2,4,Value 2
Case 732,verified,assign-seriousness create-sw-anomaly take-in-charge-ticket create-sw-anomaly require-upgrade verified,5,duplicate,Value 2,Value 1 Value 1 Value 2 Value 1 Value 2 Value 2,5,Value 2
Case 732,duplicate,assign-seriousness create-sw-anomaly take-in-charge-ticket create-sw-anomaly require-upgrade verified duplicate,6,resolve-ticket,Value 2,Value 1 Value 1 Value 2 Value 1 Value 2 Value 2 Value 2,6,Value 14
Case 732,resolve-ticket,assign-seriousness create-sw-anomaly take-in-charge-ticket create-sw-anomaly require-upgrade verified duplicate resolve-ticket,7,closed,Value 14,Value 1 Value 1 Value 2 Value 1 Value 2 Value 2 Value 2 Value 14,7,Value 3
Case 733,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 10
Case 733,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 4 Value 10,1,Value 10
