case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 2451,assign-seriousness take-in-charge-ticket create-sw-anomaly require-upgrade require-upgrade resolve-ticket,5,58,58,38,1
Case 2452,assign-seriousness,0,0,0,0,0
Case 2452,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 2452,assign-seriousness take-in-charge-ticket wait,2,5,5,5,19
Case 2452,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,24,24,19,15
Case 2452,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,39,34,15,1
Case 2453,assign-seriousness,0,0,0,0,6
Case 2453,assign-seriousness take-in-charge-ticket,1,6,0,6,0
Case 2453,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,0,37
Case 2453,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,37,37,1
Case 2454,assign-seriousness,0,0,0,0,5
Case 2454,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 2454,assign-seriousness take-in-charge-ticket wait,2,5,5,0,9
Case 2454,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,14,10,9,27
Case 2454,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,41,37,27,1
Case 2455,assign-seriousness,0,0,0,0,0
Case 2455,assign-seriousness take-in-charge-ticket,1,0,0,0,38
Case 2455,assign-seriousness take-in-charge-ticket wait,2,38,38,38,0
Case 2455,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,38,39,0,15
Case 2455,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,53,15,15,1
Case 2456,assign-seriousness,0,0,0,0,0
Case 2456,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2456,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,47
Case 2456,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,48,47,1
Case 2457,assign-seriousness,0,0,0,0,39
Case 2457,assign-seriousness take-in-charge-ticket,1,39,0,39,0
Case 2457,assign-seriousness take-in-charge-ticket resolve-ticket,2,39,39,0,15
Case 2457,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,15,15,1
Case 2458,assign-seriousness,0,0,0,0,15
Case 2458,assign-seriousness take-in-charge-ticket,1,15,0,15,0
Case 2458,assign-seriousness take-in-charge-ticket wait,2,15,15,0,26
Case 2458,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,41,26,26,15
Case 2458,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,56,41,15,1
Case 2459,assign-seriousness,0,0,0,0,8
Case 2459,assign-seriousness take-in-charge-ticket,1,8,0,8,4
Case 2459,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,13,4,17
Case 2459,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,22,17,1
Case 2460,assign-seriousness,0,0,0,0,0
Case 2460,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2460,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2460,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 2461,assign-seriousness,0,0,0,0,0
Case 2461,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2461,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2461,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 2462,assign-seriousness,0,0,0,0,0
Case 2462,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 2462,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,0
Case 2462,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,1,1,0,36
Case 2462,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,37,36,36,1
Case 2463,assign-seriousness,0,0,0,0,0
Case 2463,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 2463,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,0
Case 2463,assign-seriousness take-in-charge-ticket resolve-ticket wait,3,5,6,0,19
Case 2463,assign-seriousness take-in-charge-ticket resolve-ticket wait resolve-ticket,4,24,20,19,15
Case 2463,assign-seriousness take-in-charge-ticket resolve-ticket wait resolve-ticket closed,5,39,34,15,1
Case 2464,insert-ticket,0,0,0,0,0
Case 2464,insert-ticket assign-seriousness,1,0,0,0,0
Case 2464,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 2464,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,30
Case 2464,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,30,30,30,1
Case 2465,assign-seriousness,0,0,0,0,10
Case 2465,assign-seriousness take-in-charge-ticket,1,10,0,10,15
Case 2465,assign-seriousness take-in-charge-ticket resolve-ticket,2,25,25,15,15
Case 2465,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,40,30,15,1
Case 2466,assign-seriousness,0,0,0,0,6
Case 2466,assign-seriousness take-in-charge-ticket,1,6,0,6,1
Case 2466,assign-seriousness take-in-charge-ticket require-upgrade,2,7,7,1,0
Case 2466,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade,3,7,1,0,21
Case 2466,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade resolve-ticket,4,28,22,21,15
Case 2466,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade resolve-ticket closed,5,43,36,15,1
Case 2467,assign-seriousness,0,0,0,0,0
Case 2467,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2467,assign-seriousness take-in-charge-ticket wait,2,0,0,0,5
Case 2467,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,5,5,5,0
Case 2467,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,5,5,0,26
Case 2467,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,31,26,26,1
Case 2468,assign-seriousness,0,0,0,0,0
Case 2468,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2468,assign-seriousness take-in-charge-ticket wait,2,0,0,0,12
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,12,12,12,0
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,12,12,0,30
Case 2468,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,42,30,30,1
Case 2469,assign-seriousness,0,0,0,0,0
Case 2469,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 2469,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,42
Case 2469,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,42,1
Case 2470,assign-seriousness,0,0,0,0,0
Case 2470,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2470,assign-seriousness take-in-charge-ticket wait,2,0,0,0,1
Case 2470,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,1,2,1,0
Case 2470,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,1,1,0,41
Case 2470,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,42,41,41,1
Case 2471,assign-seriousness,0,0,0,0,0
Case 2471,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2471,assign-seriousness take-in-charge-ticket wait,2,0,0,0,4
Case 2471,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,5,4,0
Case 2471,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,4,0,45
Case 2471,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,49,45,45,0
Case 2471,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed closed,6,49,45,0,1
Case 2472,assign-seriousness,0,0,0,0,0
Case 2472,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2472,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 2472,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,1
Case 2473,assign-seriousness,0,0,0,0,0
Case 2473,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 2473,assign-seriousness take-in-charge-ticket wait,2,7,7,7,5
Case 2473,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,12,13,5,4
Case 2473,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,16,10,4,9
Case 2473,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,25,13,9,15
Case 2473,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket closed,6,40,24,15,1
Case 2474,assign-seriousness,0,0,0,0,1
Case 2474,assign-seriousness take-in-charge-ticket,1,1,0,1,1
Case 2474,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,1,35
Case 2474,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,36,35,1
Case 2475,assign-seriousness,0,0,0,0,0
Case 2475,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2475,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,0,0,0,40
Case 2475,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,40,40,40,15
Case 2475,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket closed,4,55,55,15,1
Case 2476,assign-seriousness,0,0,0,0,3
Case 2476,assign-seriousness take-in-charge-ticket,1,3,0,3,6
Case 2476,assign-seriousness take-in-charge-ticket require-upgrade,2,9,9,6,22
Case 2476,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,31,28,22,15
Case 2476,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,46,37,15,1
Case 2477,assign-seriousness,0,0,0,0,5
Case 2477,assign-seriousness take-in-charge-ticket,1,5,0,5,1
Case 2477,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,1,24
Case 2477,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,25,24,1
Case 2478,assign-seriousness,0,0,0,0,0
Case 2478,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2478,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,58
Case 2478,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,59,58,1
Case 2479,assign-seriousness,0,0,0,0,0
Case 2479,assign-seriousness resolve-ticket,1,0,0,0,32
Case 2479,assign-seriousness resolve-ticket closed,2,32,33,32,1
Case 2480,assign-seriousness,0,0,0,0,1
Case 2480,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2480,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,36
Case 2480,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,36,36,1
Case 2481,assign-seriousness,0,0,0,0,1
Case 2481,assign-seriousness take-in-charge-ticket,1,1,0,1,5
Case 2481,assign-seriousness take-in-charge-ticket require-upgrade,2,6,7,5,30
Case 2481,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,36,36,30,15
Case 2481,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,51,45,15,1
Case 2482,assign-seriousness,0,0,0,0,0
Case 2482,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2482,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 2482,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,1
Case 2483,assign-seriousness,0,0,0,0,2
Case 2483,assign-seriousness take-in-charge-ticket,1,2,0,2,4
Case 2483,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,4,4
Case 2483,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,10,8,4,7
Case 2483,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,17,11,7,15
Case 2483,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,32,22,15,1
Case 2484,assign-seriousness,0,0,0,0,0
Case 2484,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 2484,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,46
Case 2484,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,53,46,1
Case 2485,assign-seriousness,0,0,0,0,1
Case 2485,assign-seriousness take-in-charge-ticket,1,1,0,1,12
Case 2485,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,14,12,18
Case 2485,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,31,18,1
Case 2486,assign-seriousness,0,0,0,0,0
Case 2486,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,0,0,0,5
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,5,5,5,0
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,5,5,0,0
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,5,0,0,31
Case 2486,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,36,31,31,1
Case 2487,assign-seriousness,0,0,0,0,3
Case 2487,assign-seriousness take-in-charge-ticket,1,3,0,3,7
Case 2487,assign-seriousness take-in-charge-ticket resolve-ticket,2,10,10,7,37
Case 2487,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,44,37,1
Case 2488,assign-seriousness,0,0,0,0,0
Case 2488,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2488,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,5
Case 2488,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,5,5,5,40
Case 2488,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,45,46,40,1
Case 2489,assign-seriousness,0,0,0,0,2
Case 2489,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 2489,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,3,0,40
Case 2489,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,41,40,1
Case 2490,assign-seriousness,0,0,0,0,0
Case 2490,assign-seriousness assign-seriousness,1,0,0,0,16
Case 2490,assign-seriousness assign-seriousness take-in-charge-ticket,2,16,16,16,11
Case 2490,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,27,27,11,10
Case 2490,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,4,37,22,10,15
Case 2490,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket closed,5,52,25,15,1
Case 2491,assign-seriousness,0,0,0,0,0
Case 2491,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 2491,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,42
Case 2491,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,48,42,1
Case 2492,assign-seriousness,0,0,0,0,17
Case 2492,assign-seriousness take-in-charge-ticket,1,17,0,17,0
Case 2492,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,0,15
Case 2492,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,15,15,1
Case 2493,assign-seriousness,0,0,0,0,0
Case 2493,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 2493,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,46
Case 2493,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,52,46,1
Case 2494,assign-seriousness,0,0,0,0,0
Case 2494,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2494,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2494,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 2495,assign-seriousness,0,0,0,0,0
Case 2495,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 2495,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,25
Case 2495,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,25,1
Case 2496,assign-seriousness,0,0,0,0,1
Case 2496,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2496,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,31
Case 2496,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,31,31,1
Case 2497,assign-seriousness,0,0,0,0,0
Case 2497,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2497,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,44
Case 2497,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,44,44,44,1
Case 2498,assign-seriousness,0,0,0,0,13
Case 2498,assign-seriousness take-in-charge-ticket,1,13,0,13,2
Case 2498,assign-seriousness take-in-charge-ticket wait,2,15,15,2,2
Case 2498,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,4,2,15
Case 2498,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,17,15,1
Case 2499,assign-seriousness,0,0,0,0,4
Case 2499,assign-seriousness take-in-charge-ticket,1,4,0,4,0
Case 2499,assign-seriousness take-in-charge-ticket wait,2,4,4,0,14
Case 2499,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,14,14,15
Case 2499,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,29,15,1
Case 2500,assign-seriousness,0,0,0,0,0
Case 2500,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 2500,assign-seriousness take-in-charge-ticket wait,2,1,1,1,28
Case 2500,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,29,29,28,0
Case 2500,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,29,28,0,29
Case 2500,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,58,29,29,1
Case 2501,assign-seriousness,0,0,0,0,0
Case 2501,assign-seriousness assign-seriousness,1,0,0,0,0
Case 2501,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,2
Case 2501,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,2,2,2,31
Case 2501,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,33,34,31,1
Case 2502,assign-seriousness,0,0,0,0,21
Case 2502,assign-seriousness take-in-charge-ticket,1,21,0,21,0
Case 2502,assign-seriousness take-in-charge-ticket resolve-ticket,2,21,22,0,14
Case 2502,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,35,15,14,1
Case 2503,assign-seriousness,0,0,0,0,0
Case 2503,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2503,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2503,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 2504,assign-seriousness,0,0,0,0,4
Case 2504,assign-seriousness take-in-charge-ticket,1,4,0,4,2
Case 2504,assign-seriousness take-in-charge-ticket wait,2,6,7,2,29
Case 2504,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,35,32,29,15
Case 2504,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,50,44,15,1
Case 2505,assign-seriousness,0,0,0,0,0
Case 2505,assign-seriousness assign-seriousness,1,0,0,0,1
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket,2,1,2,1,0
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,1,2,0,0
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,1,0,0,4
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,5,5,4,4,16
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,6,21,20,16,0
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,7,21,16,0,14
Case 2505,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,8,35,14,14,1
Case 2506,assign-seriousness,0,0,0,0,0
Case 2506,assign-seriousness assign-seriousness,1,0,0,0,4
Case 2506,assign-seriousness assign-seriousness take-in-charge-ticket,2,4,4,4,0
Case 2506,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,4,4,0,28
Case 2506,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,4,32,28,28,15
Case 2506,assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket closed,5,47,43,15,1
Case 2507,assign-seriousness,0,0,0,0,0
Case 2507,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2507,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 2507,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 2508,assign-seriousness,0,0,0,0,0
Case 2508,assign-seriousness take-in-charge-ticket,1,0,0,0,26
Case 2508,assign-seriousness take-in-charge-ticket resolve-ticket,2,26,26,26,15
Case 2508,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,41,41,15,1
Case 2509,assign-seriousness,0,0,0,0,0
Case 2509,assign-seriousness resolve-ticket,1,0,0,0,32
Case 2509,assign-seriousness resolve-ticket closed,2,32,33,32,1
Case 2510,assign-seriousness,0,0,0,0,3
Case 2510,assign-seriousness take-in-charge-ticket,1,3,0,3,1
Case 2510,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,1,35
Case 2510,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,39,36,35,1
Case 2511,assign-seriousness,0,0,0,0,3
Case 2511,assign-seriousness take-in-charge-ticket,1,3,0,3,3
Case 2511,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,3,30
Case 2511,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,33,30,1
Case 2512,assign-seriousness,0,0,0,0,0
Case 2512,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2512,assign-seriousness take-in-charge-ticket wait,2,0,0,0,21
Case 2512,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,21,21,0
Case 2512,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,21,21,0,15
Case 2512,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket closed,5,36,15,15,1
Case 2513,assign-seriousness,0,0,0,0,0
Case 2513,assign-seriousness take-in-charge-ticket,1,0,0,0,11
Case 2513,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,11,32
Case 2513,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,32,1
Case 2514,assign-seriousness,0,0,0,0,0
Case 2514,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 2514,assign-seriousness take-in-charge-ticket wait,2,3,3,3,1
Case 2514,assign-seriousness take-in-charge-ticket wait wait,3,4,4,1,27
Case 2514,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,31,28,27,15
Case 2514,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,46,42,15,1
Case 2515,assign-seriousness,0,0,0,0,0
Case 2515,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2515,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 2515,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 2516,assign-seriousness,0,0,0,0,0
Case 2516,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2516,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2516,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 2517,assign-seriousness,0,0,0,0,6
Case 2517,assign-seriousness take-in-charge-ticket,1,6,0,6,6
Case 2517,assign-seriousness take-in-charge-ticket resolve-ticket,2,12,12,6,0
Case 2517,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,12,6,0,20
Case 2517,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,32,20,20,1
Case 2518,assign-seriousness,0,0,0,0,10
Case 2518,assign-seriousness take-in-charge-ticket,1,10,0,10,3
Case 2518,assign-seriousness take-in-charge-ticket wait,2,13,14,3,3
Case 2518,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,16,7,3,16
Case 2518,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,20,16,1
Case 2519,assign-seriousness,0,0,0,0,0
Case 2519,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2519,assign-seriousness take-in-charge-ticket wait,2,0,0,0,5
Case 2519,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,5,5,5,0
Case 2519,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,5,5,0,45
Case 2519,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,50,45,45,1
Case 2520,assign-seriousness,0,0,0,0,0
Case 2520,assign-seriousness take-in-charge-ticket,1,0,0,0,12
Case 2520,assign-seriousness take-in-charge-ticket wait,2,12,12,12,6
Case 2520,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,18,18,6,0
Case 2520,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,18,6,0,15
Case 2520,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,33,15,15,1
Case 2521,assign-seriousness,0,0,0,0,4
Case 2521,assign-seriousness take-in-charge-ticket,1,4,0,4,1
Case 2521,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,6,1,37
Case 2521,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,39,37,1
Case 2522,assign-seriousness,0,0,0,0,0
Case 2522,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2522,assign-seriousness take-in-charge-ticket wait,2,0,0,0,17
Case 2522,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,18,17,0
Case 2522,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,17,17,0,15
Case 2522,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket closed,5,32,15,15,1
Case 2523,assign-seriousness,0,0,0,0,4
Case 2523,assign-seriousness assign-seriousness,1,4,0,4,0
Case 2523,assign-seriousness assign-seriousness resolve-ticket,2,4,4,0,28
Case 2523,assign-seriousness assign-seriousness resolve-ticket closed,3,32,28,28,1
Case 2524,assign-seriousness,0,0,0,0,2
Case 2524,assign-seriousness assign-seriousness,1,2,0,2,0
Case 2524,assign-seriousness assign-seriousness take-in-charge-ticket,2,2,2,0,25
Case 2524,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,27,25,25,30
Case 2524,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,57,55,30,1
Case 2525,assign-seriousness,0,0,0,0,0
Case 2525,assign-seriousness assign-seriousness,1,0,0,0,0
Case 2525,assign-seriousness assign-seriousness assign-seriousness,2,0,0,0,0
Case 2525,assign-seriousness assign-seriousness assign-seriousness resolve-ticket,3,0,0,0,43
Case 2525,assign-seriousness assign-seriousness assign-seriousness resolve-ticket closed,4,43,44,43,1
Case 2526,assign-seriousness,0,0,0,0,1
Case 2526,assign-seriousness take-in-charge-ticket,1,1,0,1,2
Case 2526,assign-seriousness take-in-charge-ticket wait,2,3,4,2,0
Case 2526,assign-seriousness take-in-charge-ticket wait wait,3,3,2,0,9
Case 2526,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,12,9,9,20
Case 2526,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,32,30,20,1
Case 2527,assign-seriousness,0,0,0,0,0
Case 2527,assign-seriousness assign-seriousness,1,0,0,0,14
